Descripcion,Marca,Compra Total,Ingreso Total,Pendiente,Estado,Fecha,Año,Marca_Unificada,Ingreso_Std
Estaño line - rollo de 1.5mts -40%,FERRETERIA,20.0,20.0,0.0,FULL,2026-03-06,2026,FERRETERIA,-0.42059458838417046
Trapo stokinete 100% algodon por 10kg,TRAPOSLIMP,50.0,50.0,0.0,FULL,2026-03-06,2026,TRAPOSLIMP,-0.37063121188621306
"Driver led, dc 32-39v 60w 1400ma, entrada: ac100-240v",DEMASLED,30.0,1.0,29.0,PARCIAL,2026-03-06,2026,DEMASLED,-0.4522380601662102
Cinta aisladora doble a celeste 18 x 10,DOBLE A - CIN,300.0,25.0,275.0,PARCIAL,2026-03-06,2026,DOBLE A - CIN,-0.4122673589678443
Cinta aisladora doble a verde 18 x 10,DOBLE A - CIN,300.0,0.0,300.0,,2026-03-06,2026,DOBLE A - CIN,-0.45390350604947544
Cinta pvc tacsa aislante 20 mt. amarilla,FERRETERIA,300.0,10.0,290.0,PARCIAL,2026-03-06,2026,FERRETERIA,-0.43724904721682295
Candado de bronce cr-50 doble traba papaiz,PROTEC,15.0,0.0,15.0,,2026-03-06,2026,PROTEC,-0.45390350604947544
Hoja sierra sin-par bimetalica 24 d,SIN-PAR,200.0,200.0,0.0,FULL,2026-03-06,2026,SIN-PAR,-0.12081432939642582
"Nivel de aluminio - i-bean - 12""",BIASSONI,20.0,0.0,20.0,,2026-03-06,2026,BIASSONI,-0.45390350604947544
"Nivel de aluminio - i-bean - 18""",BIASSONI,20.0,19.0,1.0,PARCIAL,2026-03-06,2026,BIASSONI,-0.42226003426743575
Escuadra con sombrero bremen® 300x200mm din 875/1,BREMEN,10.0,5.0,5.0,PARCIAL,2026-03-06,2026,BREMEN,-0.4455762766331492
Hilo entizado (chocla) 30mts con 100gs de tiza,FERRETERIA,20.0,20.0,0.0,FULL,2026-03-06,2026,FERRETERIA,-0.42059458838417046
Ferrite colorante rojo 114 x 1 kg,PIGMENTOS P,5.0,0.0,5.0,,2026-03-06,2026,PIGMENTOS P,-0.45390350604947544
Ferrite azul x 1kg,DIPROEL,5.0,5.0,0.0,FULL,2026-03-06,2026,DIPROEL,-0.4455762766331492
"Lima bremen® redonda bastarda 12"" c/cabo y blister",BREMEN,15.0,13.0,2.0,PARCIAL,2026-03-06,2026,BREMEN,-0.4322527095670272
La gotita® profesional 10ml,CAMPI,10.0,10.0,0.0,FULL,2026-03-06,2026,CAMPI,-0.43724904721682295
"Broca escalonada hss 13 escalones 6-30mm (largo completo 93,5mm)",BOSCH,2.0,0.0,2.0,,2026-03-06,2026,BOSCH,-0.45390350604947544
Mecha / broca  a. rapido  a114 4.00mm,DORMER,10.0,0.0,10.0,,2026-03-06,2026,DORMER,-0.45390350604947544
Mecha / broca  a. rapido  a114 6.00mm,DORMER,10.0,0.0,10.0,,2026-03-06,2026,DORMER,-0.45390350604947544
Mecha / broca  a. rapido  a114 8.00mm,DORMER,10.0,0.0,10.0,,2026-03-06,2026,DORMER,-0.45390350604947544
Mecha / broca  a. rapido  a114 10.00mm,DORMER,10.0,0.0,10.0,,2026-03-06,2026,DORMER,-0.45390350604947544
Mecha / broca  a. rapido  a114 12.00mm,DORMER,10.0,0.0,10.0,,2026-03-06,2026,DORMER,-0.45390350604947544
Mango para propano,ALCARDUPLE,10.0,10.0,0.0,FULL,2026-03-06,2026,ALCARDUPLE,-0.43724904721682295
Caño adap. quemador 650mm,ALCARDUPLE,10.0,10.0,0.0,FULL,2026-03-06,2026,ALCARDUPLE,-0.43724904721682295
Quemador nº 6 (61mm),ALCARDUPLE,10.0,10.0,0.0,FULL,2026-03-06,2026,ALCARDUPLE,-0.43724904721682295
"Alambre tubular lincoln e71t-1c en 1,2m (x rollo de 15kg)",LINCOLN EQU,50.0,0.0,50.0,,2026-03-06,2026,LINCOLN,-0.45390350604947544
"Alambre dual shield 7100 lh 1,2 mm 16 kg",CONARCO,50.0,0.0,50.0,,2026-03-06,2026,CONARCO,-0.45390350604947544
Handy baofeng vt-c2 x par,BAOFENG,1.0,0.0,1.0,,2026-03-06,2026,BAOFENG,-0.45390350604947544
Candado hierro castle 40mm doble traba,CASTLE,40.0,0.0,40.0,,2026-03-06,2026,CASTLE,-0.45390350604947544
Manguera industrial (traslucido) 12 x 15 mm 50 mts,TECNOCOM,500.0,0.0,500.0,,2026-03-06,2026,TECNOCOM,-0.45390350604947544
Soga trenzada 10 mm x metro,NAVEGANTE,500.0,0.0,500.0,,2026-03-06,2026,NAVEGANTE,-0.45390350604947544
Soga trenzada 12 mm x metro,NAVEGANTE,500.0,0.0,500.0,,2026-03-06,2026,NAVEGANTE,-0.45390350604947544
Llave para caños heavy duty,BAHCO,5.0,0.0,5.0,,2026-03-06,2026,BAHCO,-0.45390350604947544
"Llave para caños, largo 555 mm, para caños hasta  2.1/2"", nacional",BAHCO,5.0,0.0,5.0,,2026-03-06,2026,BAHCO,-0.45390350604947544
Set repuestos bidones driven,DRIVEN,20.0,0.0,20.0,,2026-03-06,2026,DRIVEN,-0.45390350604947544
Bidon de combustible profesional 20 lts (rojo) bp20-r,DOGO,10.0,0.0,10.0,,2026-03-06,2026,DOGO,-0.45390350604947544
Rueda neumatica 3.25 mm bujes 1/2-5/8-1 carretilla,FERRETERIA,20.0,0.0,20.0,,2026-03-06,2026,FERRETERIA,-0.45390350604947544
Rueda maciza de carretilla 380 x 90,MECANOBRA,20.0,0.0,20.0,,2026-03-06,2026,MECANOBRA,-0.45390350604947544
Escuadra con sombrero bremen® 150x100mm din 875/1,BREMEN,10.0,10.0,0.0,FULL,2026-03-06,2026,BREMEN,-0.43724904721682295
Pila energizer max  aaa blx4 e92 max,ENERGIZER,100.0,14.0,86.0,PARCIAL,2026-03-06,2026,ENERGIZER,-0.430587263683762
Sellador ms hibrido blanco cartucho 250ml/400grs,TEKBOND,12.0,12.0,0.0,FULL,2026-03-06,2026,TEKBOND,-0.4339181554502925
Mecha / broca  a. rapido punta titanio a002 16.00mm,DORMER,10.0,0.0,10.0,,2026-03-06,2026,DORMER,-0.45390350604947544
